LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSf1,BsmtFinSf2,TotalBsmtSf,FirstFlrSf,SecondFlrSf,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSf,OpenPorchSf,EnclosedPorch,ThreeSsnPorch,ScreenPorch,SalePrice
7728,5,6,1962,1962,803,0,1106,1190,0,1190,1,0,1,0,3,1,6,0,2,540,0,18,0,0,0,132500
9638,6,6,1977,1977,368,120,1029,1117,0,1117,1,0,1,0,3,1,6,1,2,542,292,0,0,0,0,147000
9000,7,9,1920,1988,624,0,650,832,650,1482,0,1,1,0,3,1,7,0,2,324,0,0,0,0,0,143000
10184,6,5,1963,1963,580,0,1083,1146,0,1146,0,1,1,0,3,1,6,1,1,294,345,75,0,0,0,165000
11500,4,3,1957,1957,0,0,0,845,0,845,0,0,1,0,3,1,5,0,1,290,186,0,0,0,0,84000
3182,8,5,2004,2005,24,0,1256,1269,0,1269,0,0,2,0,2,1,6,1,2,430,146,20,0,0,144,192000
6000,6,6,1939,1950,276,0,600,608,624,1232,0,0,1,1,3,1,6,2,1,217,0,0,0,0,0,128000
8769,7,5,2005,2005,709,0,1169,1190,0,1190,1,0,2,0,2,1,5,0,2,578,100,41,0,0,0,173500
12375,5,5,1951,1951,329,0,806,1081,341,1422,1,0,1,0,3,1,7,1,1,288,0,0,0,0,0,137500
6953,5,7,1971,2004,469,0,864,874,0,874,0,0,1,0,3,1,5,0,1,352,0,0,0,0,0,130000
7000,6,6,1924,1950,617,0,617,865,445,1310,0,0,2,0,2,1,6,0,1,398,0,0,126,0,0,112000
9937,5,7,1964,1999,637,0,1486,1486,0,1486,1,0,1,0,3,1,7,0,2,480,0,0,0,0,0,167000
6240,8,5,2006,2007,24,0,1342,1342,0,1342,0,0,2,0,2,1,6,1,2,550,0,35,0,0,0,219500
8760,6,6,1959,1959,0,0,1194,1194,0,1194,1,0,1,0,3,1,6,0,1,312,0,0,120,0,0,148000
10000,6,6,1962,1962,0,0,1116,1116,0,1116,0,0,1,1,3,1,5,0,2,440,0,0,0,0,385,160000
8475,4,7,1956,1956,228,0,952,952,0,952,0,0,1,0,2,1,4,0,1,283,0,0,0,0,0,135750
17541,5,7,1948,2005,300,0,409,1325,0,1325,0,0,2,0,3,1,6,1,2,576,0,42,0,0,0,216000
7669,5,6,1992,1993,718,110,828,883,0,883,1,0,1,0,2,1,5,1,2,698,100,32,0,0,0,149000
7844,6,7,1978,1978,209,0,672,672,728,1400,0,0,1,1,3,1,6,1,2,440,0,0,0,0,0,149500
6951,5,5,1984,1985,658,0,876,923,0,923,1,0,1,0,3,1,5,0,1,264,362,0,0,0,0,119500
8139,6,5,1995,1996,476,0,680,680,790,1470,0,0,2,1,3,1,7,1,2,420,192,49,0,0,0,165000
7472,7,9,1972,2004,626,0,725,725,754,1479,1,0,1,1,4,1,7,0,2,484,0,32,0,0,0,184000
10164,5,5,1939,1950,646,0,992,992,473,1465,0,0,2,0,3,1,6,2,1,240,0,126,0,0,0,131000
4928,6,5,1976,1976,120,0,1078,958,0,958,0,0,2,0,2,1,5,1,2,440,0,205,0,0,0,128000
8750,5,5,1955,1955,172,483,1382,1382,0,1382,0,1,1,0,3,1,6,0,1,350,280,0,0,0,0,153000
13070,5,5,1951,1951,308,0,631,1112,0,1112,0,0,1,0,2,1,5,0,2,480,0,0,0,0,255,126000
8892,5,5,1960,1960,0,0,1065,1065,0,1065,0,0,1,1,3,1,6,0,2,461,74,0,0,0,0,126500
4800,5,5,1910,2003,0,0,680,680,680,1360,0,0,1,0,2,1,6,0,1,330,192,50,0,0,0,111000
6240,4,7,1929,1950,80,0,704,624,512,1136,0,1,1,0,2,1,6,0,1,336,0,365,80,0,0,123000
9069,6,8,1993,1993,261,1083,1344,1440,0,1440,2,0,2,0,2,2,8,0,4,920,288,0,0,0,0,224500
7514,5,7,1967,1975,373,108,943,1387,0,1387,1,0,1,0,3,1,6,1,1,300,0,0,240,0,0,145000
10410,3,8,1930,2001,0,0,713,713,0,713,0,0,1,0,2,1,5,0,1,371,0,75,161,0,0,99800
1782,6,6,1980,1980,330,0,516,529,516,1045,0,0,1,0,2,1,5,1,2,462,180,0,0,0,0,123900
8800,4,7,1910,2004,0,0,576,792,348,1140,0,0,1,0,3,1,7,0,0,0,0,160,0,0,0,96500
8243,5,7,1961,1961,700,0,964,964,0,964,0,0,1,0,3,1,5,1,2,784,170,0,0,0,0,137500
9560,5,7,1972,1972,360,0,864,864,0,864,0,0,1,0,3,1,5,0,1,288,0,0,0,0,0,128500
7838,5,5,1967,1967,769,0,864,900,0,900,1,0,1,0,3,1,6,1,1,288,175,144,0,0,0,123000
8064,6,8,1948,2004,481,174,816,816,408,1224,1,0,1,0,3,1,5,0,1,280,414,0,0,0,0,132000
13108,5,5,1951,1951,0,0,0,1226,0,1226,0,0,1,1,2,1,7,1,2,400,174,24,120,0,228,153500
6000,6,6,1941,1950,375,0,735,869,349,1218,0,1,1,0,3,1,6,1,2,440,0,0,0,0,0,131000
6420,5,7,1952,1952,210,551,980,1148,0,1148,0,1,1,0,2,1,6,0,1,308,0,0,0,0,0,123500
7200,4,5,1949,1950,0,0,0,1040,0,1040,0,0,2,0,2,2,6,0,2,420,0,0,0,0,0,90000
7424,5,5,1978,1978,1319,0,1319,1373,0,1373,1,0,1,0,3,1,5,2,2,591,0,0,0,0,0,160250
10738,6,7,1966,1966,792,0,1093,1093,0,1093,1,0,2,0,3,1,6,1,2,484,224,0,0,0,0,158500
5400,7,6,1920,2006,0,0,931,1027,0,1027,0,1,1,0,2,1,5,1,0,0,0,28,0,0,0,120000
9525,5,6,1995,2006,0,0,1099,1099,0,1099,0,0,1,1,3,1,6,0,1,352,278,0,0,0,0,144000
1936,4,7,1970,1970,0,0,546,546,546,1092,0,0,1,1,3,1,5,0,0,0,0,0,0,0,0,90500
12464,5,5,1996,1996,732,0,1040,1040,0,1040,1,0,1,0,3,1,6,0,2,576,168,0,0,0,0,152000
5400,5,5,1958,1958,453,0,864,864,0,864,0,1,1,0,3,1,6,0,1,399,0,0,0,0,0,118000
6762,7,5,2007,2007,902,0,1282,1290,0,1290,1,0,2,0,2,1,6,1,2,662,168,0,0,0,0,200000
11040,4,6,1920,1950,637,0,637,897,439,1336,0,0,1,1,3,1,7,0,1,570,0,47,120,0,0,108000
18000,3,4,1935,1950,0,0,894,894,0,894,0,0,1,0,2,1,6,0,3,1248,0,20,0,0,0,81000
6240,5,4,1936,1950,0,0,896,896,448,1344,0,0,1,0,3,1,7,0,1,240,200,114,0,0,0,115000
6001,6,5,1940,1950,368,0,600,600,319,919,0,0,1,0,3,1,5,0,1,231,0,0,45,0,0,95000
8450,5,6,1968,1968,775,0,1056,1056,0,1056,1,0,1,0,3,1,6,1,1,304,0,85,184,0,0,142000
8516,4,6,1958,2006,0,0,869,1093,0,1093,0,0,1,0,2,1,5,0,1,308,0,0,0,0,0,115500
11327,5,6,1967,1967,779,0,1064,1064,0,1064,0,1,1,0,3,1,6,1,2,528,314,48,0,0,0,153600
16285,7,5,2001,2002,0,0,1413,1430,0,1430,0,0,2,0,3,1,6,0,2,605,0,33,0,0,0,187100
12518,5,7,1968,1968,532,0,1008,1008,0,1008,0,0,1,0,3,1,6,0,1,384,144,0,0,0,0,139500
8877,4,5,1951,1951,836,0,836,1220,0,1220,0,0,1,0,2,1,6,0,2,396,0,0,0,0,0,102000
9672,6,5,1984,1985,338,0,1040,1097,0,1097,0,0,2,0,3,1,6,0,2,480,0,0,0,0,0,152000
10560,6,7,1922,1994,283,0,738,868,602,1470,0,0,1,1,2,1,6,0,2,624,0,0,0,0,0,140750
1680,5,5,1971,1971,300,0,525,525,567,1092,0,0,1,1,3,1,6,0,1,320,0,0,0,0,0,105500
7380,8,5,1998,1998,341,0,1418,1478,0,1478,1,0,2,0,2,1,5,0,2,495,168,43,0,0,0,240000
3136,7,5,2003,2003,0,0,1405,1405,0,1405,0,0,2,0,2,1,6,1,2,478,148,36,0,0,0,171750
9100,5,5,1963,1963,53,799,984,984,0,984,1,0,1,0,3,1,5,1,1,384,145,56,0,0,0,128000
6000,6,6,1927,1950,276,0,845,866,430,1296,0,0,1,0,3,1,6,0,2,576,0,0,175,0,0,127500
2308,6,5,1974,1974,257,495,855,855,467,1322,0,1,2,1,3,1,6,1,2,440,260,0,0,0,0,147000
8534,4,4,1925,1950,0,0,432,672,0,672,0,0,1,0,2,1,4,0,0,0,0,0,112,0,0,72000
9600,5,5,1968,1968,758,0,1051,1051,0,1051,1,0,1,0,3,1,6,0,2,504,0,0,0,0,0,142000
9340,4,6,1941,1950,344,0,672,672,0,672,1,0,1,0,2,1,4,0,1,234,0,113,0,0,0,113000
11500,6,4,1967,1967,872,60,1040,1040,0,1040,1,0,1,0,3,1,6,1,2,480,0,0,156,0,0,163000
3230,6,5,1999,1999,381,0,729,742,729,1471,0,0,2,1,3,1,6,0,2,440,0,24,0,0,0,172500
10295,4,6,1969,1969,252,0,936,936,0,936,0,0,1,0,2,1,4,0,1,288,16,0,0,0,0,111900
7200,5,5,1972,2000,671,0,864,864,0,864,1,0,1,0,3,1,5,0,2,576,155,0,0,0,0,127000
12537,5,6,1971,2008,734,0,1078,1078,0,1078,1,0,1,1,3,1,6,1,2,500,0,0,0,0,0,149900
4043,6,5,1975,1975,727,156,1069,1069,0,1069,0,1,2,0,2,1,4,1,2,440,0,55,0,0,225,146300
9017,7,5,1999,1999,560,0,1431,1431,0,1431,1,0,2,0,3,1,6,0,2,666,0,35,0,0,0,192000
11625,5,4,1965,1965,841,0,1039,1039,0,1039,1,0,1,1,3,1,6,0,2,504,0,0,0,0,0,131500
19138,4,5,1951,1951,120,0,864,864,0,864,0,0,1,0,2,1,4,0,2,400,0,0,0,0,0,141000
7111,5,7,1928,1983,406,273,1008,1143,0,1143,0,0,1,0,2,1,5,1,1,288,265,0,0,0,0,138000
3782,8,5,1981,1981,960,0,1226,1226,0,1226,1,0,1,0,1,1,4,2,2,484,133,78,0,0,0,211500
11104,6,6,1969,1969,828,0,1427,1427,0,1427,0,1,2,0,4,1,7,0,2,516,0,0,0,0,216,183000
7614,3,5,1905,1950,0,0,738,714,662,1376,0,0,1,0,2,1,7,0,1,216,0,0,104,0,225,96900
9600,5,6,1956,1956,504,0,1050,1050,0,1050,0,0,1,0,2,1,5,0,1,338,0,0,0,0,0,128900
6060,5,9,1930,2007,737,0,837,1001,0,1001,0,0,1,0,2,1,5,0,1,216,154,0,42,86,0,124900
13125,6,5,1997,1998,994,0,1478,1493,0,1493,1,0,2,0,3,1,7,1,2,508,140,39,0,0,0,208900
8375,5,7,1941,1973,336,0,576,864,486,1350,1,0,1,1,2,1,6,0,3,627,0,0,0,0,0,152400
11515,4,5,1958,1994,0,0,0,943,0,943,0,0,1,0,3,1,5,0,1,308,0,0,60,0,0,80000
10200,4,6,1925,1950,0,0,572,572,0,572,0,0,1,0,2,1,4,0,1,200,0,0,72,0,0,75000
9503,5,5,1958,1983,457,374,1024,1344,0,1344,1,0,1,0,2,1,6,1,1,484,316,28,0,0,0,144000
11340,2,1,1920,1950,0,0,723,723,363,1086,0,0,1,0,2,1,5,0,2,400,0,24,144,0,0,55000
13031,6,5,1995,1996,592,0,691,691,807,1498,0,0,2,1,3,1,6,1,2,409,315,44,0,0,0,187500
9250,5,7,1954,2005,480,468,1056,1056,0,1056,0,1,1,0,3,1,6,0,1,260,390,0,0,0,0,139400
7023,5,5,2005,2006,611,0,734,734,674,1408,1,0,2,1,3,1,6,0,2,489,0,85,0,0,0,171500
2665,5,6,1977,1977,548,173,757,925,550,1475,0,0,2,0,4,1,6,1,1,336,104,26,0,0,0,127000
7920,5,5,1970,2002,81,619,914,914,0,914,0,0,1,0,3,1,5,0,1,368,120,0,0,0,0,133000
10441,5,5,1992,1992,337,0,912,970,0,970,0,1,1,0,3,1,6,0,0,0,80,32,0,0,0,132000
9600,5,6,1959,1959,991,0,1041,1041,0,1041,1,0,1,0,3,1,6,0,1,270,224,88,0,0,0,124500
13072,7,5,2004,2005,0,0,1114,1114,0,1114,0,0,1,1,3,1,6,0,2,576,248,102,0,0,0,159000
2179,6,5,1976,1976,70,0,855,855,601,1456,0,0,2,1,3,1,6,1,2,460,0,28,0,0,0,144000
9600,6,5,1924,1950,0,0,572,572,524,1096,0,0,1,0,2,1,5,0,0,0,0,8,128,0,0,79000
6897,5,8,1962,2010,659,0,1040,1040,0,1040,1,0,1,1,3,1,6,0,1,260,0,104,0,0,0,127000
6000,5,7,1921,1950,616,0,616,616,0,616,0,0,1,0,2,1,4,0,1,205,0,0,129,0,0,89000
7584,5,5,1953,1953,531,0,1036,1036,0,1036,0,0,1,0,3,1,5,0,1,312,120,24,0,0,0,112900
2280,7,6,1975,1975,0,0,836,836,0,836,0,0,1,0,2,1,4,0,1,308,0,30,0,0,0,120000
15312,6,5,1960,1960,588,0,1138,1138,0,1138,0,1,1,0,3,1,6,1,2,480,0,0,0,0,140,148000
8700,5,6,1963,1963,776,0,1120,1128,0,1128,1,0,2,0,3,1,6,0,2,525,192,20,123,0,0,155000
6000,4,7,1954,2000,0,0,901,901,0,901,0,0,1,0,2,1,4,0,1,281,0,0,0,0,0,107900
8529,7,5,2001,2001,20,0,1454,1434,0,1434,0,0,2,0,3,1,6,1,2,527,290,39,0,0,0,189000
8000,7,5,2002,2002,833,0,1492,1492,0,1492,1,0,2,0,3,1,6,1,2,596,277,137,0,0,0,230000
10140,6,5,1974,1974,0,0,1064,1350,0,1350,0,0,2,0,3,1,7,1,2,478,0,0,0,0,0,165000
7449,7,7,1930,1950,0,0,637,1108,0,1108,0,0,1,0,3,1,6,1,1,280,0,0,205,0,0,139400
1596,4,5,1973,1973,462,0,462,526,462,988,1,0,1,0,2,1,5,0,1,297,120,101,0,0,0,91000
10324,8,5,2008,2008,872,0,1254,1254,0,1254,1,0,2,0,2,1,5,0,3,810,168,92,0,0,0,221800
8400,7,5,2004,2005,712,0,1473,1484,0,1484,1,0,2,0,3,1,7,0,2,606,0,35,0,144,0,213000
14559,5,7,1951,2000,650,180,1008,1363,0,1363,1,0,1,0,2,1,6,2,1,288,324,42,0,0,168,164900
12886,5,6,1963,1999,444,0,520,1464,0,1464,0,1,2,0,3,1,6,1,2,480,302,0,0,0,100,175000
39104,7,7,1954,2005,226,1063,1385,1363,0,1363,1,0,1,0,2,1,5,2,2,439,81,0,0,0,0,241500
8750,5,6,1970,1970,828,0,1002,1002,0,1002,1,0,1,0,3,1,5,0,2,902,0,0,0,0,0,148500
14149,5,8,1964,2001,68,722,980,1020,0,1020,0,1,2,0,3,1,5,1,2,528,0,0,0,0,0,165000
5400,4,6,1920,1950,315,105,840,840,534,1374,0,0,1,0,2,1,6,0,1,338,0,0,198,0,0,105000
11050,5,5,1956,1956,488,0,1005,1005,0,1005,0,0,1,0,2,1,6,1,1,319,0,0,0,0,288,133500
4435,6,5,2003,2003,685,0,848,848,0,848,1,0,1,0,1,1,4,0,2,420,140,0,0,0,0,140000
9150,6,5,1962,1962,371,0,1099,1431,0,1431,0,1,1,0,3,1,6,1,1,296,64,110,0,0,0,165000
15635,4,5,1954,1954,0,0,0,1383,0,1383,0,0,1,0,2,1,6,0,2,498,0,0,90,0,110,122000
4835,7,5,2004,2005,1298,0,1488,1488,0,1488,1,0,2,0,2,1,6,1,2,506,168,50,0,0,0,260000
10800,5,6,1920,1950,821,0,1120,1130,0,1130,1,0,1,0,2,1,5,1,2,720,229,0,0,0,0,120000
17600,6,5,1960,1960,1270,0,1478,1478,0,1478,1,0,2,0,3,1,6,2,2,498,0,40,0,0,0,157500
6000,5,7,1955,1955,576,0,960,960,0,960,1,0,1,0,3,1,5,0,2,576,0,0,0,0,0,135500
9600,6,8,1976,1976,978,0,1262,1262,0,1262,0,1,2,0,3,1,6,1,2,460,298,0,0,0,0,181500
3230,6,5,1999,1999,419,0,729,729,729,1458,0,0,2,1,2,1,5,1,2,440,0,32,0,0,0,176000
6221,5,5,1941,1950,533,0,728,760,595,1355,0,0,2,0,3,1,5,0,2,528,0,0,0,0,144,140000
10267,6,7,1918,2000,210,606,816,838,0,838,1,0,1,0,2,1,5,0,1,275,0,0,112,0,0,130000
11479,6,7,1950,1987,104,387,663,1074,0,1074,1,0,1,0,3,1,6,1,1,467,0,52,52,0,0,144500
7500,6,6,1947,1950,0,0,784,900,412,1312,0,0,1,1,3,1,6,0,2,649,0,28,0,0,0,127000
6600,5,5,1962,1962,0,0,894,894,0,894,0,0,1,0,2,1,5,0,1,308,0,0,0,0,0,109500
3180,6,5,2005,2005,390,0,600,600,600,1200,1,0,2,1,2,1,5,0,2,480,0,166,0,0,0,165000
7500,6,7,1942,1950,547,0,771,753,741,1494,0,0,1,0,3,1,7,2,1,213,0,0,0,0,224,177500
1680,6,8,1972,2007,162,0,483,483,504,987,0,0,1,1,2,1,5,0,1,264,250,0,0,0,0,118000
1890,6,6,1972,1972,483,0,483,483,504,987,0,0,1,1,2,1,5,0,1,352,411,0,0,0,0,100500
7227,6,6,1954,1954,0,0,832,832,0,832,0,0,1,0,2,1,4,0,2,528,0,0,0,0,0,105500
8777,4,6,1910,2000,173,337,676,760,676,1436,1,0,2,0,3,1,6,0,2,528,147,0,0,0,0,98000
6060,4,5,1939,1950,0,0,732,772,351,1123,0,0,1,0,3,1,4,0,1,264,0,0,140,0,0,100000
3675,6,5,2005,2005,459,0,547,1072,0,1072,1,0,1,0,2,1,5,0,2,525,0,28,0,0,0,148000
7000,5,7,1910,1991,969,0,1117,820,527,1347,1,0,1,0,3,1,5,0,0,0,85,0,148,0,0,107500
7635,5,6,1960,1960,588,350,1175,1175,0,1175,0,0,1,1,3,1,6,0,2,484,0,0,0,0,0,148000
9717,5,6,1950,1996,49,1029,1078,1078,0,1078,1,0,1,0,2,1,5,0,1,240,366,0,112,0,0,142125
10900,6,7,1977,1977,378,0,689,689,703,1392,0,0,1,1,3,1,6,0,1,299,0,36,0,0,0,161750
7950,6,6,1977,1977,535,0,690,698,728,1426,0,0,1,1,3,1,6,0,2,440,252,0,0,0,0,159500
2665,5,6,1976,1976,0,0,264,616,688,1304,0,0,1,1,3,1,4,1,1,336,141,24,0,0,0,115000
8402,6,5,1998,1998,0,0,789,789,676,1465,0,0,2,1,3,1,7,1,2,393,0,75,0,0,0,180400
10402,7,5,2009,2009,0,0,1226,1226,0,1226,0,0,2,0,3,1,6,0,3,740,0,36,0,0,0,198900
3500,3,5,1945,1950,144,0,370,442,228,670,1,0,1,0,2,1,4,0,0,0,0,21,0,0,0,64000
10200,5,8,1970,1970,704,0,864,904,0,904,0,0,1,0,3,1,5,0,3,912,143,0,0,0,0,144000
4113,6,5,2001,2001,0,0,1337,1337,0,1337,0,0,2,0,2,1,5,1,2,511,136,68,0,0,0,155000
9360,6,7,1972,2006,982,0,1161,1381,0,1381,1,0,1,1,3,1,5,1,2,676,0,0,0,0,0,197500
8155,5,7,1930,1950,0,0,780,780,420,1200,0,0,1,0,4,1,7,0,0,0,0,0,96,0,0,119000
14115,5,5,1993,1995,732,0,796,796,566,1362,1,0,1,1,1,1,5,0,2,480,40,30,0,320,0,143000
7500,6,5,2004,2004,0,0,1158,1158,0,1158,0,0,1,1,3,1,5,0,0,0,0,50,0,0,0,143500
6000,5,7,1950,1970,384,0,768,768,560,1328,0,0,1,1,3,1,6,0,1,308,0,12,0,0,0,129500
6960,4,6,1970,1970,375,239,864,864,0,864,0,0,1,0,3,1,5,0,2,660,96,0,0,0,0,120500
4500,6,5,1998,1998,1201,0,1237,1337,0,1337,1,0,2,0,2,1,5,0,2,405,0,199,0,0,0,153500
8544,3,4,1949,1950,0,0,0,1040,0,1040,0,0,2,0,2,2,6,0,2,400,0,0,0,0,0,87500
9600,5,6,1950,1950,390,0,1200,1200,0,1200,0,0,1,0,3,1,6,0,1,246,126,0,0,0,0,129900
4853,5,6,1924,1999,133,0,1107,1296,0,1296,0,0,2,0,2,1,5,1,1,260,0,0,36,0,0,104000
11556,5,9,1953,2006,408,0,864,1154,0,1154,0,0,1,1,3,1,6,0,1,336,63,0,0,0,0,142000
7930,6,8,1969,2005,439,472,1026,1026,0,1026,1,0,1,0,3,1,5,0,2,440,171,48,0,0,0,156000
12702,5,5,1956,1956,0,0,0,882,0,882,0,0,1,0,2,1,4,0,1,308,0,45,0,0,0,97000
7830,5,5,1970,1970,0,0,1180,1180,0,1180,0,0,1,1,2,1,6,0,2,477,0,45,0,0,0,128000
1733,6,6,1980,1980,0,0,516,516,516,1032,0,0,1,0,2,1,5,1,2,452,279,0,0,0,0,115000
9600,4,7,1950,1995,442,0,1067,1067,0,1067,0,0,2,0,2,1,4,0,2,436,290,0,0,0,0,128000
7438,5,8,1908,1991,0,0,504,936,316,1252,0,0,1,0,3,1,5,0,2,576,104,0,0,0,0,127000
5825,4,5,1926,1953,0,0,600,747,0,747,0,0,1,0,1,1,5,0,2,528,0,0,32,0,0,79900
15750,5,5,1953,1953,841,0,1165,1336,0,1336,1,0,1,0,2,1,5,2,1,375,0,0,0,0,0,157000
7800,5,6,1954,1954,540,0,1268,1268,0,1268,0,0,1,0,2,1,7,1,1,244,0,98,0,0,0,132000
11950,7,5,2003,2003,0,0,384,754,640,1394,0,0,2,1,3,1,7,1,2,400,100,0,0,0,0,165500
7134,5,5,1955,1955,384,0,384,1360,0,1360,0,0,1,0,3,1,6,1,2,572,0,50,0,0,0,130000
8197,7,5,2003,2009,1188,0,1480,1480,0,1480,1,0,2,0,3,1,7,0,2,620,252,73,0,0,0,214000
1680,6,5,1972,1972,382,0,525,525,567,1092,0,0,1,1,3,1,6,0,1,264,352,0,0,0,0,108000
6723,5,7,1971,1971,796,0,796,796,0,796,0,1,1,0,2,1,5,0,0,0,129,0,0,0,0,138000
9927,7,5,1976,1976,1005,0,1047,1083,0,1083,1,0,1,0,2,1,5,1,2,596,444,0,40,0,0,172000
11067,2,4,1939,1950,0,0,0,640,0,845,0,0,1,0,1,1,4,0,1,256,48,0,0,0,0,68104
4385,9,5,2001,2001,964,0,1419,1419,0,1419,1,0,1,1,2,1,5,1,2,588,155,58,0,0,0,290000
11333,6,5,1976,1976,539,0,1029,1062,0,1062,1,0,1,0,3,1,5,2,2,539,120,0,0,0,0,146800
9000,5,8,1900,2006,130,0,680,680,494,1174,0,0,1,0,2,1,6,1,2,576,116,26,40,0,0,135000
7200,6,5,1954,1954,673,0,854,854,424,1278,0,0,1,0,4,1,6,0,1,240,0,0,0,0,0,127500
10320,5,6,1915,1978,0,0,880,880,428,1308,0,0,2,0,2,1,6,0,2,400,0,0,117,0,0,120000
11650,7,5,1959,1959,0,0,0,1472,0,1472,0,0,2,0,2,1,5,1,2,484,0,68,0,0,227,157500
13110,5,6,1972,1972,962,0,1153,1193,0,1193,1,0,2,0,2,1,6,0,2,501,140,153,0,0,0,146500
21750,5,5,1954,1954,0,0,988,988,0,988,0,0,1,0,2,1,4,0,2,520,0,0,0,0,0,113000
2280,7,5,1975,1975,435,622,1057,1055,0,1055,0,1,2,0,2,1,4,1,2,440,0,27,0,0,0,123000
1974,4,7,1973,2006,501,0,526,526,462,988,1,0,1,0,2,1,5,0,1,297,120,101,0,0,0,105000
7175,6,5,1990,1991,0,0,1332,1332,0,1332,0,0,2,0,2,1,5,0,2,542,0,60,0,0,0,145000
7155,7,8,1918,1990,0,0,600,628,600,1228,0,0,1,0,3,1,6,1,1,215,0,113,0,0,195,137000
10970,6,6,1978,1978,505,435,940,1026,0,1026,1,0,1,0,3,1,5,0,2,576,0,0,34,0,0,147000
7064,5,6,1977,1977,560,0,980,980,0,980,0,0,1,0,3,1,6,0,2,484,192,0,0,0,0,135000
6627,3,6,1949,1950,0,0,0,720,0,720,0,0,1,0,2,1,4,0,1,287,0,0,0,0,0,72500
6291,6,6,1930,1950,0,0,768,768,0,768,0,0,1,0,1,1,4,0,2,440,0,0,84,0,0,93850
12122,7,9,1961,2007,867,0,944,999,0,999,1,0,1,0,3,1,6,0,2,588,144,76,0,0,0,178400
11875,5,5,1999,1999,0,0,1344,1344,0,1344,0,0,2,0,3,1,7,1,2,686,328,0,0,0,0,166500
8544,3,4,1950,1950,0,0,0,1040,0,1040,0,0,2,0,2,2,6,0,2,400,0,0,0,0,0,92900
9000,6,5,1956,1956,616,0,1196,1196,0,1196,1,0,1,0,2,1,6,1,1,297,0,44,0,0,0,139000
1900,4,4,1970,1970,0,0,546,546,546,1092,0,0,1,1,3,1,5,0,0,0,0,0,0,0,0,88250
9600,5,7,1940,1950,428,0,728,976,332,1308,1,0,1,1,2,1,7,2,1,256,0,70,0,0,0,160000
8991,7,6,1976,1976,624,604,1228,1324,0,1324,0,1,2,0,3,1,5,1,2,585,407,36,0,0,0,174000
8520,5,4,1952,1952,507,0,910,910,475,1385,0,0,2,0,4,1,6,0,2,720,0,0,0,0,0,166000
6882,4,3,1955,1955,0,0,0,1152,0,1152,0,0,2,0,2,2,6,0,0,0,0,0,0,0,0,61500
9750,6,8,1969,1969,602,438,1054,1054,0,1054,1,0,1,1,3,1,6,0,2,460,180,0,0,0,80,151000
9280,5,6,1951,1951,557,0,1342,1342,0,1342,1,0,1,0,4,1,7,0,1,256,0,0,0,0,0,125000
4761,3,3,1918,1950,0,0,1020,1020,0,1020,0,0,1,0,2,1,5,0,0,0,0,0,105,0,0,64500
7681,5,6,1921,1950,0,0,731,820,523,1343,0,0,1,1,3,1,7,1,1,186,192,0,102,0,0,154900
5000,4,7,1925,1950,188,0,765,765,0,765,1,0,1,0,2,1,4,0,1,200,135,0,41,0,0,87000
7315,5,6,1958,1958,625,0,1170,1170,0,1170,0,1,1,0,3,1,6,1,1,338,0,0,0,0,225,140000
4435,6,5,2003,2003,659,0,848,848,0,848,1,0,1,0,1,1,3,0,2,420,140,0,0,0,0,131500
9000,2,2,1947,1950,0,0,0,660,0,660,0,0,1,0,2,1,5,0,0,0,0,0,100,0,0,63900
7404,4,6,1920,1950,0,0,861,861,0,861,0,0,1,0,2,1,5,0,2,288,0,0,128,0,0,80000
12589,6,5,2005,2005,0,0,742,742,742,1484,0,0,2,1,3,1,8,1,2,390,36,24,0,0,0,174000
6821,6,7,1921,2005,113,0,651,759,539,1298,0,0,2,0,2,1,8,1,1,240,216,0,168,0,0,146500
10114,5,5,2004,2005,0,0,1430,1430,0,1430,0,0,2,0,3,1,7,0,2,624,0,0,0,0,0,173500
6300,6,6,1914,2001,0,0,742,742,742,1484,0,0,2,0,3,1,9,1,0,0,0,291,134,0,0,128000
1612,6,6,1980,1980,0,0,561,561,668,1229,0,0,1,1,2,1,5,1,2,462,154,0,0,0,0,121000
13072,5,5,2004,2004,0,0,1114,1114,0,1114,0,0,1,1,3,1,6,0,0,0,0,39,0,0,0,142000
7200,5,7,1972,1972,632,0,780,780,0,780,0,0,1,0,2,1,4,0,1,352,196,0,0,0,0,124900
6000,6,6,1925,1980,397,0,1103,1103,0,1103,0,0,1,0,2,1,5,1,2,440,166,120,0,0,0,110500
2160,7,5,1999,2000,510,0,600,624,628,1252,1,0,2,1,2,1,4,0,2,462,0,48,0,0,0,160000
6285,5,5,1977,1977,138,351,894,894,0,894,1,0,1,0,2,1,5,0,1,308,192,0,0,0,0,120750
6950,5,7,1979,1979,710,72,914,914,0,914,1,0,1,0,2,1,5,0,2,444,0,0,0,0,0,134900
5063,7,5,2007,2008,904,0,1314,1314,0,1314,1,0,2,0,2,1,6,1,2,626,172,62,0,0,0,207500
7795,7,5,2004,2005,425,0,716,716,716,1432,1,0,2,1,3,1,6,1,2,432,100,51,0,0,0,188500
